module,number of nodes,tasks per node,iteration,mode,model,seed,person count,item count,iterations,burnin,batch size,mean,variance,unif,size,time in seconds,a correlation,g correlation,th correlation
openmpi,2,4,1,mpi,2pno,1493659,5000,50,10000,5000,10,0,1,1,8,34.389,0.995117,0.999307,0.932574
openmpi,2,4,1,mpi,2pno,1493659,5000,100,10000,5000,10,0,1,1,8,70.38,0.997628,0.999477,0.968757
openmpi,2,8,1,mpi,2pno,1493659,2000,20,10000,5000,10,0,1,1,16,2.839,0.979751,0.997717,0.858689
openmpi,2,8,1,mpi,2pno,1493659,2000,50,10000,5000,10,0,1,1,16,7.118,0.99206,0.998118,0.937253
openmpi,2,8,1,mpi,2pno,1493659,2000,100,10000,5000,10,0,1,1,16,14.397,0.992532,0.998554,0.970216
openmpi,2,8,1,mpi,2pno,1493659,2000,200,10000,5000,10,0,1,1,16,28.949,0.993612,0.998586,0.985582
openmpi,2,8,1,mpi,2pno,1493659,5000,20,10000,5000,10,0,1,1,16,7.044,0.993776,0.99953,0.846843
openmpi,2,8,1,mpi,2pno,1493659,5000,50,10000,5000,10,0,1,1,16,17.326,0.995024,0.999278,0.932586
openmpi,2,8,1,mpi,2pno,1493659,5000,100,10000,5000,10,0,1,1,16,36.096,0.997632,0.999469,0.968687
openmpi,1,1,1,serial,2pno,1493659,2000,20,10000,5000,10,0,1,1,1,38.084,0.98037,0.997786,0.858675
openmpi,1,1,1,serial,2pno,1493659,2000,50,10000,5000,10,0,1,1,1,95.459,0.991791,0.998155,0.937407
openmpi,1,1,1,serial,2pno,1493659,2000,100,10000,5000,10,0,1,1,1,198.031,0.992701,0.998645,0.970286
openmpi,1,1,1,serial,2pno,1493659,2000,200,10000,5000,10,0,1,1,1,397.471,0.993684,0.998593,0.985627
openmpi,1,1,1,serial,2pno,1493659,5000,20,10000,5000,10,0,1,1,1,95.46,0.99378,0.999526,0.84667
openmpi,1,1,1,serial,2pno,1493659,5000,50,10000,5000,10,0,1,1,1,238.36,0.99505,0.99931,0.932704
openmpi,1,1,1,serial,2pno,1493659,5000,100,10000,5000,10,0,1,1,1,492.064,0.997612,0.999478,0.968701
openmpi,1,1,3,cuda,2pno,1493659,1000,50,10000,5000,10,0,1,1,1,1.141,0.98168,0.996245,0.933052
openmpi,1,1,1,cuda,2pno,1493659,1000,100,10000,5000,10,0,1,1,1,1.181,0.988201,0.997542,0.968569
openmpi,1,1,2,cuda,2pno,1493659,1000,100,10000,5000,10,0,1,1,1,1.177,0.988201,0.997542,0.968569
openmpi,1,1,3,cuda,2pno,1493659,1000,100,10000,5000,10,0,1,1,1,1.177,0.988201,0.997542,0.968569
openmpi,1,1,1,cuda,2pno,1493659,1000,200,10000,5000,10,0,1,1,1,1.45,0.985774,0.997347,0.984926
openmpi,1,1,2,cuda,2pno,1493659,1000,200,10000,5000,10,0,1,1,1,1.499,0.985774,0.997347,0.984926
openmpi,1,2,3,cuda-aware mpi,2pno,1493659,1000,50,10000,5000,10,0,1,1,2,1.292,0.981992,0.996284,0.933441
openmpi,1,2,1,cuda-aware mpi,2pno,1493659,1000,100,10000,5000,10,0,1,1,2,1.38,0.988055,0.997482,0.968471
openmpi,1,2,2,cuda-aware mpi,2pno,1493659,1000,100,10000,5000,10,0,1,1,2,1.378,0.988055,0.997482,0.968471
openmpi,1,2,3,cuda-aware mpi,2pno,1493659,1000,100,10000,5000,10,0,1,1,2,1.381,0.988055,0.997482,0.968471
openmpi,1,2,1,cuda-aware mpi,2pno,1493659,1000,200,10000,5000,10,0,1,1,2,1.638,0.985624,0.997343,0.984974
openmpi,1,2,2,cuda-aware mpi,2pno,1493659,1000,200,10000,5000,10,0,1,1,2,1.635,0.985624,0.997343,0.984974
openmpi,1,4,3,cuda-aware mpi,2pno,1493659,1000,50,10000,5000,10,0,1,1,4,1.354,0.981668,0.996229,0.933483
openmpi,1,4,1,cuda-aware mpi,2pno,1493659,1000,100,10000,5000,10,0,1,1,4,1.496,0.988023,0.997547,0.968443
openmpi,1,4,2,cuda-aware mpi,2pno,1493659,1000,100,10000,5000,10,0,1,1,4,1.494,0.988023,0.997547,0.968443
openmpi,1,4,3,cuda-aware mpi,2pno,1493659,1000,100,10000,5000,10,0,1,1,4,1.494,0.988023,0.997547,0.968443
openmpi,1,4,1,cuda-aware mpi,2pno,1493659,1000,200,10000,5000,10,0,1,1,4,1.714,0.985629,0.997358,0.984895
openmpi,1,4,2,cuda-aware mpi,2pno,1493659,1000,200,10000,5000,10,0,1,1,4,1.714,0.985629,0.997358,0.984895
openmpi,1,8,3,cuda-aware mpi,2pno,1493659,1000,50,10000,5000,10,0,1,1,8,10.321,0.981698,0.996258,0.933452
openmpi,1,8,1,cuda-aware mpi,2pno,1493659,1000,100,10000,5000,10,0,1,1,8,9.533,0.98804,0.997549,0.968519
openmpi,1,8,2,cuda-aware mpi,2pno,1493659,1000,100,10000,5000,10,0,1,1,8,10.007,0.98804,0.997549,0.968518
openmpi,1,8,3,cuda-aware mpi,2pno,1493659,1000,100,10000,5000,10,0,1,1,8,9.548,0.988041,0.997549,0.968519
openmpi,1,8,1,cuda-aware mpi,2pno,1493659,1000,200,10000,5000,10,0,1,1,8,7.641,0.985704,0.997361,0.984959
openmpi,1,8,2,cuda-aware mpi,2pno,1493659,1000,200,10000,5000,10,0,1,1,8,7.59,0.985703,0.997361,0.984959
openmpi,2,4,3,cuda-aware mpi,2pno,1493659,1000,50,10000,5000,10,0,1,1,8,1.676,0.981698,0.996258,0.933452
openmpi,2,4,1,cuda-aware mpi,2pno,1493659,1000,100,10000,5000,10,0,1,1,8,1.833,0.98804,0.997549,0.968519
openmpi,2,4,2,cuda-aware mpi,2pno,1493659,1000,100,10000,5000,10,0,1,1,8,1.834,0.98804,0.997549,0.968519
openmpi,2,4,3,cuda-aware mpi,2pno,1493659,1000,100,10000,5000,10,0,1,1,8,1.834,0.98804,0.997549,0.968519
openmpi,2,4,1,cuda-aware mpi,2pno,1493659,1000,200,10000,5000,10,0,1,1,8,2.057,0.985703,0.997361,0.984959
openmpi,2,4,2,cuda-aware mpi,2pno,1493659,1000,200,10000,5000,10,0,1,1,8,2.055,0.985703,0.997361,0.984959
openmpi,2,2,3,cuda-aware mpi,2pno,1493659,1000,50,10000,5000,10,0,1,1,4,1.438,0.981668,0.996229,0.933483
openmpi,2,2,1,cuda-aware mpi,2pno,1493659,1000,100,10000,5000,10,0,1,1,4,1.512,0.988023,0.997547,0.968443
openmpi,2,2,2,cuda-aware mpi,2pno,1493659,1000,100,10000,5000,10,0,1,1,4,1.508,0.988023,0.997547,0.968443
openmpi,2,2,3,cuda-aware mpi,2pno,1493659,1000,100,10000,5000,10,0,1,1,4,1.508,0.988023,0.997547,0.968443
openmpi,2,2,1,cuda-aware mpi,2pno,1493659,1000,200,10000,5000,10,0,1,1,4,1.723,0.985629,0.997358,0.984895
openmpi,2,2,2,cuda-aware mpi,2pno,1493659,1000,200,10000,5000,10,0,1,1,4,1.724,0.985629,0.997358,0.984895
openmpi,1,2,1,mpi,2pno,1493659,5000,200,10000,5000,10,0,1,1,2,495.708,0.997166,0.999471,0.985654
openmpi,1,2,1,mpi,2pno,1493659,10000,20,10000,5000,10,0,1,1,2,96.906,0.998126,0.999706,0.852437
openmpi,1,2,1,mpi,2pno,1493659,10000,50,10000,5000,10,0,1,1,2,242.326,0.998806,0.999759,0.93414
openmpi,1,2,1,mpi,2pno,1493659,10000,100,10000,5000,10,0,1,1,2,509.8,0.997709,0.999719,0.969272
openmpi,1,2,1,mpi,2pno,1493659,10000,200,10000,5000,10,0,1,1,2,1006.03,0.998278,0.999716,0.984636
openmpi,1,2,1,mpi,2pno,1493659,20000,20,10000,5000,10,0,1,1,2,197.815,0.998827,0.999909,0.851614
openmpi,2,8,3,cuda-aware mpi,2pno,1493659,1000,50,10000,5000,10,0,1,1,16,10.654,0.98171,0.996262,0.933365
openmpi,2,8,1,cuda-aware mpi,2pno,1493659,1000,100,10000,5000,10,0,1,1,16,10.805,0.987921,0.997506,0.968445
openmpi,2,8,2,cuda-aware mpi,2pno,1493659,1000,100,10000,5000,10,0,1,1,16,11.228,0.987956,0.997511,0.968452
openmpi,2,8,3,cuda-aware mpi,2pno,1493659,1000,100,10000,5000,10,0,1,1,16,10.812,0.987934,0.997506,0.968448
openmpi,2,8,1,cuda-aware mpi,2pno,1493659,1000,200,10000,5000,10,0,1,1,16,11.147,0.985784,0.997363,0.984981
openmpi,2,8,2,cuda-aware mpi,2pno,1493659,1000,200,10000,5000,10,0,1,1,16,11.143,0.985739,0.997363,0.984981
openmpi,1,8,1,mpi,2pno,1493659,5000,200,10000,5000,10,0,1,1,8,123.351,0.997156,0.999448,0.985639
openmpi,1,8,1,mpi,2pno,1493659,10000,20,10000,5000,10,0,1,1,8,24.442,0.998083,0.999705,0.852546
openmpi,1,8,1,mpi,2pno,1493659,10000,50,10000,5000,10,0,1,1,8,60.788,0.99885,0.999761,0.934131
openmpi,1,8,1,mpi,2pno,1493659,10000,100,10000,5000,10,0,1,1,8,124.173,0.997705,0.999733,0.969249
openmpi,1,8,1,mpi,2pno,1493659,10000,200,10000,5000,10,0,1,1,8,248.525,0.998275,0.999701,0.984632
openmpi,1,8,1,mpi,2pno,1493659,20000,20,10000,5000,10,0,1,1,8,49.923,0.998838,0.999909,0.851568
openmpi,1,4,1,mpi,2pno,1493659,5000,200,10000,5000,10,0,1,1,4,244.116,0.997128,0.999472,0.985636
openmpi,1,4,1,mpi,2pno,1493659,10000,20,10000,5000,10,0,1,1,4,49.591,0.998003,0.999696,0.852427
openmpi,1,4,1,mpi,2pno,1493659,10000,50,10000,5000,10,0,1,1,4,125.278,0.998839,0.999759,0.934195
openmpi,1,4,1,mpi,2pno,1493659,10000,100,10000,5000,10,0,1,1,4,254.272,0.997727,0.99972,0.969295
openmpi,1,4,1,mpi,2pno,1493659,10000,200,10000,5000,10,0,1,1,4,492.954,0.998265,0.999696,0.984638
openmpi,1,4,1,mpi,2pno,1493659,20000,20,10000,5000,10,0,1,1,4,96.829,0.998795,0.999908,0.851665
openmpi,2,2,1,mpi,2pno,1493659,5000,200,10000,5000,10,0,1,1,4,274.116,0.997128,0.999472,0.985636
openmpi,2,2,1,mpi,2pno,1493659,10000,20,10000,5000,10,0,1,1,4,54.47,0.998003,0.999696,0.852427
openmpi,2,2,1,mpi,2pno,1493659,10000,50,10000,5000,10,0,1,1,4,136.418,0.998839,0.999759,0.934195
openmpi,2,2,1,mpi,2pno,1493659,10000,100,10000,5000,10,0,1,1,4,277.028,0.997727,0.99972,0.969295
openmpi,2,2,1,mpi,2pno,1493659,10000,200,10000,5000,10,0,1,1,4,548.439,0.998265,0.999696,0.984638
openmpi,2,2,1,mpi,2pno,1493659,20000,20,10000,5000,10,0,1,1,4,108.866,0.998795,0.999908,0.851665
openmpi,2,4,1,mpi,2pno,1493659,5000,200,10000,5000,10,0,1,1,8,138.771,0.997156,0.999448,0.985639
openmpi,2,4,1,mpi,2pno,1493659,10000,20,10000,5000,10,0,1,1,8,27.383,0.998083,0.999705,0.852546
openmpi,2,4,1,mpi,2pno,1493659,10000,50,10000,5000,10,0,1,1,8,68.571,0.99885,0.999761,0.934131
openmpi,2,4,1,mpi,2pno,1493659,10000,100,10000,5000,10,0,1,1,8,140.052,0.997705,0.999733,0.969249
openmpi,2,4,1,mpi,2pno,1493659,10000,200,10000,5000,10,0,1,1,8,276.193,0.998275,0.999701,0.984632
openmpi,2,4,1,mpi,2pno,1493659,20000,20,10000,5000,10,0,1,1,8,54.697,0.998838,0.999909,0.851568
openmpi,2,8,1,mpi,2pno,1493659,5000,200,10000,5000,10,0,1,1,16,70.215,0.997154,0.999485,0.985647
openmpi,2,8,1,mpi,2pno,1493659,10000,20,10000,5000,10,0,1,1,16,13.82,0.998005,0.999669,0.852443
openmpi,2,8,1,mpi,2pno,1493659,10000,50,10000,5000,10,0,1,1,16,34.481,0.998832,0.999754,0.934167
openmpi,2,8,1,mpi,2pno,1493659,10000,100,10000,5000,10,0,1,1,16,70.612,0.997705,0.999728,0.969303
openmpi,2,8,1,mpi,2pno,1493659,10000,200,10000,5000,10,0,1,1,16,138.971,0.998278,0.999669,0.984625
openmpi,2,8,1,mpi,2pno,1493659,20000,20,10000,5000,10,0,1,1,16,27.462,0.99882,0.999908,0.851596
openmpi,1,1,1,serial,2pno,1493659,5000,200,10000,5000,10,0,1,1,1,998.579,0.99717,0.999469,0.98563
openmpi,1,1,1,serial,2pno,1493659,10000,20,10000,5000,10,0,1,1,1,191.474,0.998057,0.999693,0.852458
openmpi,1,1,1,serial,2pno,1493659,10000,50,10000,5000,10,0,1,1,1,484.581,0.998792,0.999759,0.934141
openmpi,1,1,1,serial,2pno,1493659,10000,100,10000,5000,10,0,1,1,1,982.026,0.99773,0.999722,0.969303
openmpi,1,1,1,serial,2pno,1493659,10000,200,10000,5000,10,0,1,1,1,1949.32,0.99828,0.99971,0.984635
openmpi,1,1,1,serial,2pno,1493659,20000,20,10000,5000,10,0,1,1,1,387.934,0.99884,0.999906,0.851672
openmpi,1,1,3,cuda,2pno,1493659,1000,200,10000,5000,10,0,1,1,1,1.468,0.985774,0.997347,0.984926
openmpi,1,1,1,cuda,2pno,1493659,2000,20,10000,5000,10,0,1,1,1,1.048,0.980183,0.997769,0.858877
openmpi,1,1,2,cuda,2pno,1493659,2000,20,10000,5000,10,0,1,1,1,1.116,0.980183,0.997769,0.858877
openmpi,1,1,3,cuda,2pno,1493659,2000,20,10000,5000,10,0,1,1,1,1.063,0.980183,0.997769,0.858877
openmpi,1,1,1,cuda,2pno,1493659,2000,50,10000,5000,10,0,1,1,1,1.146,0.992118,0.998131,0.937301
openmpi,1,1,2,cuda,2pno,1493659,2000,50,10000,5000,10,0,1,1,1,1.143,0.992118,0.998131,0.937301
openmpi,1,1,3,cuda,2pno,1493659,2000,50,10000,5000,10,0,1,1,1,1.139,0.992118,0.998131,0.937301
openmpi,1,1,1,cuda,2pno,1493659,2000,100,10000,5000,10,0,1,1,1,1.326,0.992731,0.998644,0.970252
openmpi,1,2,3,cuda-aware mpi,2pno,1493659,1000,200,10000,5000,10,0,1,1,2,1.635,0.985624,0.997343,0.984974
openmpi,1,2,1,cuda-aware mpi,2pno,1493659,2000,20,10000,5000,10,0,1,1,2,1.215,0.978847,0.997649,0.85867
openmpi,1,2,2,cuda-aware mpi,2pno,1493659,2000,20,10000,5000,10,0,1,1,2,1.216,0.978847,0.997649,0.85867
openmpi,1,2,3,cuda-aware mpi,2pno,1493659,2000,20,10000,5000,10,0,1,1,2,1.211,0.978847,0.997649,0.85867
openmpi,1,2,1,cuda-aware mpi,2pno,1493659,2000,50,10000,5000,10,0,1,1,2,1.307,0.992006,0.998172,0.937409
openmpi,1,2,2,cuda-aware mpi,2pno,1493659,2000,50,10000,5000,10,0,1,1,2,1.308,0.992006,0.998172,0.937409
openmpi,1,2,3,cuda-aware mpi,2pno,1493659,2000,50,10000,5000,10,0,1,1,2,1.308,0.992006,0.998172,0.937409
openmpi,1,2,1,cuda-aware mpi,2pno,1493659,2000,100,10000,5000,10,0,1,1,2,1.446,0.992732,0.998621,0.970237
openmpi,1,4,3,cuda-aware mpi,2pno,1493659,1000,200,10000,5000,10,0,1,1,4,1.715,0.985629,0.997358,0.984895
openmpi,1,4,1,cuda-aware mpi,2pno,1493659,2000,20,10000,5000,10,0,1,1,4,1.309,0.980769,0.997879,0.858523
openmpi,1,4,2,cuda-aware mpi,2pno,1493659,2000,20,10000,5000,10,0,1,1,4,1.308,0.980769,0.997879,0.858523
openmpi,1,4,3,cuda-aware mpi,2pno,1493659,2000,20,10000,5000,10,0,1,1,4,1.309,0.980769,0.997879,0.858523
openmpi,1,4,1,cuda-aware mpi,2pno,1493659,2000,50,10000,5000,10,0,1,1,4,1.428,0.992024,0.998174,0.937322
openmpi,1,4,2,cuda-aware mpi,2pno,1493659,2000,50,10000,5000,10,0,1,1,4,1.431,0.992024,0.998174,0.937322
openmpi,1,4,3,cuda-aware mpi,2pno,1493659,2000,50,10000,5000,10,0,1,1,4,1.43,0.992024,0.998174,0.937322
openmpi,1,4,1,cuda-aware mpi,2pno,1493659,2000,100,10000,5000,10,0,1,1,4,1.495,0.992699,0.998636,0.970236
openmpi,1,8,3,cuda-aware mpi,2pno,1493659,1000,200,10000,5000,10,0,1,1,8,7.637,0.985703,0.997361,0.984959
openmpi,1,8,1,cuda-aware mpi,2pno,1493659,2000,20,10000,5000,10,0,1,1,8,10.234,0.98012,0.997767,0.858417
openmpi,1,8,2,cuda-aware mpi,2pno,1493659,2000,20,10000,5000,10,0,1,1,8,10.236,0.980118,0.997766,0.858417
openmpi,1,8,3,cuda-aware mpi,2pno,1493659,2000,20,10000,5000,10,0,1,1,8,10.23,0.98012,0.997767,0.858417
openmpi,1,8,1,cuda-aware mpi,2pno,1493659,2000,50,10000,5000,10,0,1,1,8,10.325,0.992187,0.998125,0.937265
openmpi,1,8,2,cuda-aware mpi,2pno,1493659,2000,50,10000,5000,10,0,1,1,8,10.272,0.992187,0.998125,0.937265
openmpi,1,8,3,cuda-aware mpi,2pno,1493659,2000,50,10000,5000,10,0,1,1,8,10.196,0.992186,0.998125,0.937265
openmpi,1,8,1,cuda-aware mpi,2pno,1493659,2000,100,10000,5000,10,0,1,1,8,9.695,0.992698,0.998626,0.970209
openmpi,2,4,3,cuda-aware mpi,2pno,1493659,1000,200,10000,5000,10,0,1,1,8,2.055,0.985703,0.997361,0.984959
openmpi,2,4,1,cuda-aware mpi,2pno,1493659,2000,20,10000,5000,10,0,1,1,8,1.651,0.98012,0.997767,0.858417
openmpi,2,4,2,cuda-aware mpi,2pno,1493659,2000,20,10000,5000,10,0,1,1,8,1.654,0.98012,0.997767,0.858417
openmpi,2,4,3,cuda-aware mpi,2pno,1493659,2000,20,10000,5000,10,0,1,1,8,1.65,0.98012,0.997767,0.858417
openmpi,2,4,1,cuda-aware mpi,2pno,1493659,2000,50,10000,5000,10,0,1,1,8,1.734,0.992187,0.998125,0.937265
openmpi,2,4,2,cuda-aware mpi,2pno,1493659,2000,50,10000,5000,10,0,1,1,8,1.723,0.992187,0.998125,0.937265
openmpi,2,4,3,cuda-aware mpi,2pno,1493659,2000,50,10000,5000,10,0,1,1,8,1.739,0.992187,0.998125,0.937265
openmpi,2,4,1,cuda-aware mpi,2pno,1493659,2000,100,10000,5000,10,0,1,1,8,1.85,0.992698,0.998626,0.970209
openmpi,2,2,3,cuda-aware mpi,2pno,1493659,1000,200,10000,5000,10,0,1,1,4,1.723,0.985629,0.997358,0.984895
openmpi,2,2,1,cuda-aware mpi,2pno,1493659,2000,20,10000,5000,10,0,1,1,4,1.307,0.980769,0.997879,0.858523
openmpi,2,2,2,cuda-aware mpi,2pno,1493659,2000,20,10000,5000,10,0,1,1,4,1.306,0.980769,0.997879,0.858523
openmpi,2,2,3,cuda-aware mpi,2pno,1493659,2000,20,10000,5000,10,0,1,1,4,1.306,0.980769,0.997879,0.858523
openmpi,2,2,1,cuda-aware mpi,2pno,1493659,2000,50,10000,5000,10,0,1,1,4,1.407,0.992024,0.998174,0.937322
openmpi,2,2,2,cuda-aware mpi,2pno,1493659,2000,50,10000,5000,10,0,1,1,4,1.406,0.992024,0.998174,0.937322
openmpi,2,2,3,cuda-aware mpi,2pno,1493659,2000,50,10000,5000,10,0,1,1,4,1.406,0.992024,0.998174,0.937322
openmpi,2,2,1,cuda-aware mpi,2pno,1493659,2000,100,10000,5000,10,0,1,1,4,1.519,0.992699,0.998636,0.970236
openmpi,1,2,1,mpi,2pno,1493659,20000,50,10000,5000,10,0,1,1,2,486.28,0.99944,0.999888,0.932921
openmpi,1,2,1,mpi,2pno,1493659,20000,100,10000,5000,10,0,1,1,2,995.739,0.99913,0.999848,0.96809
openmpi,1,2,1,mpi,2pno,1493659,20000,200,10000,5000,10,0,1,1,2,1967.08,0.99935,0.999866,0.985134
openmpi,1,2,1,mpi,2pno,1493659,50000,20,10000,5000,10,0,1,1,2,488.121,0.999673,0.999951,0.851512
openmpi,1,2,1,mpi,2pno,1493659,50000,50,10000,5000,10,0,1,1,2,1237.1,0.9997,0.999956,0.934142
openmpi,1,2,1,mpi,2pno,1493659,50000,100,10000,5000,10,0,1,1,2,2516.38,0.999596,0.99995,0.968629
openmpi,1,2,1,mpi,2pno,1493659,50000,200,10000,5000,10,0,1,1,2,4959.02,0.999681,0.999938,0.985123
openmpi,2,8,3,cuda-aware mpi,2pno,1493659,1000,200,10000,5000,10,0,1,1,16,11.147,0.985721,0.997364,0.984979
openmpi,2,8,1,cuda-aware mpi,2pno,1493659,2000,20,10000,5000,10,0,1,1,16,11.016,0.980196,0.997788,0.85876
openmpi,2,8,2,cuda-aware mpi,2pno,1493659,2000,20,10000,5000,10,0,1,1,16,10.512,0.980153,0.997799,0.858787
openmpi,2,8,3,cuda-aware mpi,2pno,1493659,2000,20,10000,5000,10,0,1,1,16,10.515,0.98042,0.997816,0.858777
openmpi,2,8,1,cuda-aware mpi,2pno,1493659,2000,50,10000,5000,10,0,1,1,16,10.669,0.992018,0.998158,0.937342
openmpi,2,8,2,cuda-aware mpi,2pno,1493659,2000,50,10000,5000,10,0,1,1,16,10.663,0.992056,0.998153,0.937339
openmpi,2,8,3,cuda-aware mpi,2pno,1493659,2000,50,10000,5000,10,0,1,1,16,11.089,0.992038,0.998155,0.937337
openmpi,2,8,1,cuda-aware mpi,2pno,1493659,2000,100,10000,5000,10,0,1,1,16,10.797,0.992704,0.998613,0.970305
openmpi,1,8,1,mpi,2pno,1493659,20000,50,10000,5000,10,0,1,1,8,125.18,0.999434,0.999893,0.932887
openmpi,1,8,1,mpi,2pno,1493659,20000,100,10000,5000,10,0,1,1,8,254.301,0.999151,0.999853,0.968092
openmpi,1,8,1,mpi,2pno,1493659,20000,200,10000,5000,10,0,1,1,8,492.884,0.999341,0.999865,0.985139
openmpi,1,8,1,mpi,2pno,1493659,50000,20,10000,5000,10,0,1,1,8,121.532,0.999699,0.999953,0.851547
openmpi,1,8,1,mpi,2pno,1493659,50000,50,10000,5000,10,0,1,1,8,313.732,0.999703,0.999958,0.934105
openmpi,1,8,1,mpi,2pno,1493659,50000,100,10000,5000,10,0,1,1,8,642.92,0.999597,0.99995,0.968629
openmpi,1,8,1,mpi,2pno,1493659,50000,200,10000,5000,10,0,1,1,8,1252.08,0.99968,0.999937,0.985117
openmpi,1,4,1,mpi,2pno,1493659,20000,50,10000,5000,10,0,1,1,4,245.605,0.999436,0.999891,0.932856
openmpi,1,4,1,mpi,2pno,1493659,20000,100,10000,5000,10,0,1,1,4,510.565,0.999143,0.999849,0.968101
openmpi,1,4,1,mpi,2pno,1493659,20000,200,10000,5000,10,0,1,1,4,1005.75,0.999344,0.99987,0.985127
openmpi,1,4,1,mpi,2pno,1493659,50000,20,10000,5000,10,0,1,1,4,242.818,0.999666,0.999951,0.851547
openmpi,1,4,1,mpi,2pno,1493659,50000,50,10000,5000,10,0,1,1,4,614.14,0.999709,0.999957,0.934139
openmpi,1,4,1,mpi,2pno,1493659,50000,100,10000,5000,10,0,1,1,4,1249.49,0.999599,0.999949,0.968633
openmpi,1,4,1,mpi,2pno,1493659,50000,200,10000,5000,10,0,1,1,4,2467.45,0.999682,0.999938,0.985121
openmpi,2,2,1,mpi,2pno,1493659,20000,50,10000,5000,10,0,1,1,4,272.126,0.999436,0.999891,0.932856
openmpi,2,2,1,mpi,2pno,1493659,20000,100,10000,5000,10,0,1,1,4,553.018,0.999143,0.999849,0.968101
openmpi,2,2,1,mpi,2pno,1493659,20000,200,10000,5000,10,0,1,1,4,1100.08,0.999344,0.99987,0.985127
openmpi,2,2,1,mpi,2pno,1493659,50000,20,10000,5000,10,0,1,1,4,272.818,0.999666,0.999951,0.851547
openmpi,2,2,1,mpi,2pno,1493659,50000,50,10000,5000,10,0,1,1,4,684.46,0.999709,0.999957,0.934139
openmpi,2,2,1,mpi,2pno,1493659,50000,100,10000,5000,10,0,1,1,4,1394.29,0.999599,0.999949,0.968633
openmpi,2,2,1,mpi,2pno,1493659,50000,200,10000,5000,10,0,1,1,4,2759.96,0.999682,0.999938,0.985121
openmpi,2,4,1,mpi,2pno,1493659,20000,50,10000,5000,10,0,1,1,8,136.794,0.999434,0.999893,0.932887
openmpi,2,4,1,mpi,2pno,1493659,20000,100,10000,5000,10,0,1,1,8,277.926,0.999151,0.999853,0.968092
openmpi,2,4,1,mpi,2pno,1493659,20000,200,10000,5000,10,0,1,1,8,550.016,0.999341,0.999865,0.985139
openmpi,2,4,1,mpi,2pno,1493659,50000,20,10000,5000,10,0,1,1,8,136.687,0.999699,0.999953,0.851547
openmpi,2,4,1,mpi,2pno,1493659,50000,50,10000,5000,10,0,1,1,8,342.208,0.999703,0.999958,0.934105
openmpi,2,4,1,mpi,2pno,1493659,50000,100,10000,5000,10,0,1,1,8,696.033,0.999597,0.99995,0.968629
openmpi,2,4,1,mpi,2pno,1493659,50000,200,10000,5000,10,0,1,1,8,1384.23,0.99968,0.999937,0.985117
openmpi,2,8,1,mpi,2pno,1493659,20000,50,10000,5000,10,0,1,1,16,68.429,0.999423,0.99989,0.932886
openmpi,2,8,1,mpi,2pno,1493659,20000,100,10000,5000,10,0,1,1,16,139.738,0.999137,0.999857,0.968097
openmpi,2,8,1,mpi,2pno,1493659,20000,200,10000,5000,10,0,1,1,16,275.389,0.999342,0.999864,0.985142
openmpi,2,8,1,mpi,2pno,1493659,50000,20,10000,5000,10,0,1,1,16,68.359,0.999658,0.999952,0.851643
openmpi,2,8,1,mpi,2pno,1493659,50000,50,10000,5000,10,0,1,1,16,170.927,0.9997,0.999956,0.934101
openmpi,2,8,1,mpi,2pno,1493659,50000,100,10000,5000,10,0,1,1,16,347.1,0.999593,0.999948,0.968628
openmpi,2,8,1,mpi,2pno,1493659,50000,200,10000,5000,10,0,1,1,16,689.796,0.999683,0.999938,0.985123
openmpi,1,1,1,serial,2pno,1493659,20000,50,10000,5000,10,0,1,1,1,975.086,0.999436,0.999889,0.93288
openmpi,1,1,1,serial,2pno,1493659,20000,100,10000,5000,10,0,1,1,1,1988.25,0.999137,0.999849,0.96809
openmpi,1,1,1,serial,2pno,1493659,20000,200,10000,5000,10,0,1,1,1,3944.48,0.999345,0.99987,0.985147
openmpi,1,1,1,serial,2pno,1493659,50000,20,10000,5000,10,0,1,1,1,977.086,0.999672,0.999953,0.851598
openmpi,1,1,1,serial,2pno,1493659,50000,50,10000,5000,10,0,1,1,1,2469.55,0.99971,0.999958,0.934126
openmpi,1,1,1,serial,2pno,1493659,50000,100,10000,5000,10,0,1,1,1,5034.79,0.9996,0.99995,0.968618
openmpi,1,1,1,serial,2pno,1493659,50000,200,10000,5000,10,0,1,1,1,10036.4,0.999679,0.999938,0.985124
openmpi,1,1,2,cuda,2pno,1493659,2000,100,10000,5000,10,0,1,1,1,1.286,0.992731,0.998644,0.970252
openmpi,1,1,3,cuda,2pno,1493659,2000,100,10000,5000,10,0,1,1,1,1.29,0.992731,0.998644,0.970252
openmpi,1,1,1,cuda,2pno,1493659,2000,200,10000,5000,10,0,1,1,1,1.884,0.993638,0.998546,0.985577
openmpi,1,1,2,cuda,2pno,1493659,2000,200,10000,5000,10,0,1,1,1,1.897,0.993638,0.998546,0.985577
openmpi,1,2,2,cuda-aware mpi,2pno,1493659,2000,100,10000,5000,10,0,1,1,2,1.446,0.992732,0.998621,0.970237
openmpi,1,2,3,cuda-aware mpi,2pno,1493659,2000,100,10000,5000,10,0,1,1,2,1.443,0.992732,0.998621,0.970237
openmpi,1,2,1,cuda-aware mpi,2pno,1493659,2000,200,10000,5000,10,0,1,1,2,1.759,0.993682,0.998568,0.985624
