module,number of nodes,tasks per node,iteration,mode,model,seed,person count,item count,iterations,burnin,batch size,mean,variance,unif,size,time in seconds,a correlation,g correlation,th correlation
openmpi,1,2,2,cuda-aware mpi,2pno,1493659,2000,200,10000,5000,10,0,1,1,2,1.759,0.993682,0.998568,0.985624
openmpi,1,4,2,cuda-aware mpi,2pno,1493659,2000,100,10000,5000,10,0,1,1,4,1.496,0.992699,0.998636,0.970236
openmpi,1,4,3,cuda-aware mpi,2pno,1493659,2000,100,10000,5000,10,0,1,1,4,1.498,0.992699,0.998636,0.970236
openmpi,1,4,1,cuda-aware mpi,2pno,1493659,2000,200,10000,5000,10,0,1,1,4,1.791,0.993647,0.99856,0.98559
openmpi,1,4,2,cuda-aware mpi,2pno,1493659,2000,200,10000,5000,10,0,1,1,4,1.791,0.993647,0.99856,0.98559
openmpi,1,8,2,cuda-aware mpi,2pno,1493659,2000,100,10000,5000,10,0,1,1,8,9.09,0.992698,0.998626,0.970209
openmpi,1,8,3,cuda-aware mpi,2pno,1493659,2000,100,10000,5000,10,0,1,1,8,8.71,0.992698,0.998626,0.970209
openmpi,1,8,1,cuda-aware mpi,2pno,1493659,2000,200,10000,5000,10,0,1,1,8,7.501,0.99361,0.998565,0.985644
openmpi,1,8,2,cuda-aware mpi,2pno,1493659,2000,200,10000,5000,10,0,1,1,8,8.086,0.993609,0.998565,0.985644
openmpi,2,4,2,cuda-aware mpi,2pno,1493659,2000,100,10000,5000,10,0,1,1,8,1.848,0.992698,0.998626,0.970209
openmpi,2,4,3,cuda-aware mpi,2pno,1493659,2000,100,10000,5000,10,0,1,1,8,1.851,0.992698,0.998626,0.970209
openmpi,2,4,1,cuda-aware mpi,2pno,1493659,2000,200,10000,5000,10,0,1,1,8,2.141,0.99361,0.998565,0.985644
openmpi,2,4,2,cuda-aware mpi,2pno,1493659,2000,200,10000,5000,10,0,1,1,8,2.142,0.99361,0.998565,0.985644
openmpi,2,2,2,cuda-aware mpi,2pno,1493659,2000,100,10000,5000,10,0,1,1,4,1.524,0.992699,0.998636,0.970236
openmpi,2,2,3,cuda-aware mpi,2pno,1493659,2000,100,10000,5000,10,0,1,1,4,1.523,0.992699,0.998636,0.970236
openmpi,2,2,1,cuda-aware mpi,2pno,1493659,2000,200,10000,5000,10,0,1,1,4,1.817,0.993647,0.99856,0.98559
openmpi,2,2,2,cuda-aware mpi,2pno,1493659,2000,200,10000,5000,10,0,1,1,4,1.815,0.993647,0.99856,0.98559
openmpi,1,2,1,mpi,2pno,1493659,100000,20,10000,5000,10,0,1,1,2,987.635,0.999749,0.999962,0.851955
openmpi,1,2,1,mpi,2pno,1493659,100000,50,10000,5000,10,0,1,1,2,2528.47,0.999742,0.999962,0.934571
openmpi,1,2,1,mpi,2pno,1493659,100000,100,10000,5000,10,0,1,1,2,5085.34,0.999793,0.999972,0.96835
openmpi,1,2,1,mpi,2pno,1493659,100000,200,10000,5000,10,0,1,1,2,10024.3,0.999864,0.999971,0.985121
openmpi,1,2,1,mpi,2pno,1493659,500000,20,10000,5000,10,0,1,1,2,5194.75,0.999937,0.999995,0.852453
openmpi,1,2,1,mpi,2pno,1493659,500000,50,10000,5000,10,0,1,1,2,13039.9,0.999961,0.999989,0.933993
openmpi,1,2,1,mpi,2pno,1493659,500000,100,10000,5000,10,0,1,1,2,26392.8,0.999965,0.999995,0.968497
openmpi,2,8,2,cuda-aware mpi,2pno,1493659,2000,100,10000,5000,10,0,1,1,16,10.769,0.992719,0.998608,0.970306
openmpi,2,8,3,cuda-aware mpi,2pno,1493659,2000,100,10000,5000,10,0,1,1,16,10.763,0.992704,0.998618,0.970307
openmpi,2,8,1,cuda-aware mpi,2pno,1493659,2000,200,10000,5000,10,0,1,1,16,11.191,0.993594,0.998559,0.98567
openmpi,2,8,2,cuda-aware mpi,2pno,1493659,2000,200,10000,5000,10,0,1,1,16,11.602,0.993596,0.998565,0.98567
openmpi,1,8,1,mpi,2pno,1493659,100000,20,10000,5000,10,0,1,1,8,244.389,0.999755,0.999962,0.851993
openmpi,1,8,1,mpi,2pno,1493659,100000,50,10000,5000,10,0,1,1,8,620.593,0.999745,0.999961,0.934563
openmpi,1,8,1,mpi,2pno,1493659,100000,100,10000,5000,10,0,1,1,8,1257.79,0.999795,0.999973,0.968357
openmpi,1,8,1,mpi,2pno,1493659,100000,200,10000,5000,10,0,1,1,8,2483.82,0.999863,0.999971,0.985125
openmpi,1,8,1,mpi,2pno,1493659,500000,20,10000,5000,10,0,1,1,8,1300.1,0.999937,0.999995,0.852458
openmpi,1,8,1,mpi,2pno,1493659,500000,50,10000,5000,10,0,1,1,8,3288.3,0.999961,0.999989,0.933992
openmpi,1,8,1,mpi,2pno,1493659,500000,100,10000,5000,10,0,1,1,8,6484.6,0.999965,0.999995,0.968494
openmpi,1,4,1,mpi,2pno,1493659,100000,20,10000,5000,10,0,1,1,4,489.754,0.999748,0.99996,0.851963
openmpi,1,4,1,mpi,2pno,1493659,100000,50,10000,5000,10,0,1,1,4,1251.09,0.999748,0.999962,0.934581
openmpi,1,4,1,mpi,2pno,1493659,100000,100,10000,5000,10,0,1,1,4,2522.17,0.999797,0.999973,0.968353
openmpi,1,4,1,mpi,2pno,1493659,100000,200,10000,5000,10,0,1,1,4,4975.21,0.999863,0.999971,0.985126
openmpi,1,4,1,mpi,2pno,1493659,500000,20,10000,5000,10,0,1,1,4,2604.74,0.999936,0.999995,0.852474
openmpi,1,4,1,mpi,2pno,1493659,500000,50,10000,5000,10,0,1,1,4,6550.72,0.999962,0.99999,0.933992
openmpi,1,4,1,mpi,2pno,1493659,500000,100,10000,5000,10,0,1,1,4,12983.1,0.999965,0.999995,0.968498
openmpi,2,2,1,mpi,2pno,1493659,100000,20,10000,5000,10,0,1,1,4,546.901,0.999748,0.99996,0.851963
openmpi,2,2,1,mpi,2pno,1493659,100000,50,10000,5000,10,0,1,1,4,1387.81,0.999748,0.999962,0.934581
openmpi,2,2,1,mpi,2pno,1493659,100000,100,10000,5000,10,0,1,1,4,2810.26,0.999797,0.999973,0.968353
openmpi,2,2,1,mpi,2pno,1493659,100000,200,10000,5000,10,0,1,1,4,5551.94,0.999863,0.999971,0.985126
openmpi,2,2,1,mpi,2pno,1493659,500000,20,10000,5000,10,0,1,1,4,2797.18,0.999936,0.999995,0.852474
openmpi,2,2,1,mpi,2pno,1493659,500000,50,10000,5000,10,0,1,1,4,7089.49,0.999962,0.99999,0.933992
openmpi,2,2,1,mpi,2pno,1493659,500000,100,10000,5000,10,0,1,1,4,14232.6,0.999965,0.999995,0.968498
openmpi,2,4,1,mpi,2pno,1493659,100000,20,10000,5000,10,0,1,1,8,273.587,0.999755,0.999962,0.851993
openmpi,2,4,1,mpi,2pno,1493659,100000,50,10000,5000,10,0,1,1,8,687.516,0.999745,0.999961,0.934563
openmpi,2,4,1,mpi,2pno,1493659,100000,100,10000,5000,10,0,1,1,8,1401.12,0.999795,0.999973,0.968357
openmpi,2,4,1,mpi,2pno,1493659,100000,200,10000,5000,10,0,1,1,8,2774.64,0.999863,0.999971,0.985125
openmpi,2,4,1,mpi,2pno,1493659,500000,20,10000,5000,10,0,1,1,8,1397.27,0.999937,0.999995,0.852458
openmpi,2,4,1,mpi,2pno,1493659,500000,50,10000,5000,10,0,1,1,8,3561.05,0.999961,0.999989,0.933992
openmpi,2,4,1,mpi,2pno,1493659,500000,100,10000,5000,10,0,1,1,8,7084.93,0.999965,0.999995,0.968494
openmpi,2,8,1,mpi,2pno,1493659,100000,20,10000,5000,10,0,1,1,16,136.528,0.999746,0.999961,0.851991
openmpi,2,8,1,mpi,2pno,1493659,100000,50,10000,5000,10,0,1,1,16,341.654,0.999741,0.999962,0.934588
openmpi,2,8,1,mpi,2pno,1493659,100000,100,10000,5000,10,0,1,1,16,697.32,0.999796,0.999973,0.968359
openmpi,2,8,1,mpi,2pno,1493659,100000,200,10000,5000,10,0,1,1,16,1384.91,0.999863,0.99997,0.985128
openmpi,2,8,1,mpi,2pno,1493659,500000,20,10000,5000,10,0,1,1,16,696.445,0.999936,0.999995,0.852462
openmpi,2,8,1,mpi,2pno,1493659,500000,50,10000,5000,10,0,1,1,16,1789.09,0.999961,0.999989,0.933994
openmpi,2,8,1,mpi,2pno,1493659,500000,100,10000,5000,10,0,1,1,16,3537.1,0.999965,0.999995,0.968502
openmpi,1,1,1,serial,2pno,1493659,100000,20,10000,5000,10,0,1,1,1,1967.37,0.999752,0.999961,0.852005
openmpi,1,1,1,serial,2pno,1493659,100000,50,10000,5000,10,0,1,1,1,4964.68,0.999744,0.999962,0.934591
openmpi,1,1,1,serial,2pno,1493659,100000,100,10000,5000,10,0,1,1,1,10062.5,0.999796,0.999973,0.968351
openmpi,1,1,1,serial,2pno,1493659,100000,200,10000,5000,10,0,1,1,1,19983.6,0.999864,0.999971,0.985121
openmpi,1,1,1,serial,2pno,1493659,500000,20,10000,5000,10,0,1,1,1,10206.2,0.999935,0.999995,0.852451
openmpi,1,1,1,serial,2pno,1493659,500000,50,10000,5000,10,0,1,1,1,26562,0.999962,0.999989,0.933992
openmpi,1,1,1,serial,2pno,1493659,500000,100,10000,5000,10,0,1,1,1,58943.8,0.999965,0.999995,0.968497
openmpi,1,1,3,cuda,2pno,1493659,2000,200,10000,5000,10,0,1,1,1,1.855,0.993638,0.998546,0.985577
openmpi,1,1,1,cuda,2pno,1493659,5000,20,10000,5000,10,0,1,1,1,1.122,0.99369,0.999511,0.846753
openmpi,1,1,2,cuda,2pno,1493659,5000,20,10000,5000,10,0,1,1,1,1.111,0.99369,0.999511,0.846753
openmpi,1,1,3,cuda,2pno,1493659,5000,20,10000,5000,10,0,1,1,1,1.108,0.99369,0.999511,0.846753
openmpi,1,1,1,cuda,2pno,1493659,5000,50,10000,5000,10,0,1,1,1,1.279,0.995068,0.999308,0.932679
openmpi,1,1,2,cuda,2pno,1493659,5000,50,10000,5000,10,0,1,1,1,1.24,0.995068,0.999308,0.932679
openmpi,1,1,3,cuda,2pno,1493659,5000,50,10000,5000,10,0,1,1,1,1.248,0.995068,0.999308,0.932679
openmpi,1,1,1,cuda,2pno,1493659,5000,100,10000,5000,10,0,1,1,1,1.652,0.997624,0.999477,0.968685
openmpi,1,1,2,cuda,2pno,1493659,5000,100,10000,5000,10,0,1,1,1,1.662,0.997624,0.999477,0.968685
openmpi,1,2,3,cuda-aware mpi,2pno,1493659,2000,200,10000,5000,10,0,1,1,2,1.76,0.993682,0.998568,0.985624
openmpi,1,2,1,cuda-aware mpi,2pno,1493659,5000,20,10000,5000,10,0,1,1,2,1.262,0.993678,0.999518,0.846559
openmpi,1,2,2,cuda-aware mpi,2pno,1493659,5000,20,10000,5000,10,0,1,1,2,1.262,0.993678,0.999518,0.846559
openmpi,1,2,3,cuda-aware mpi,2pno,1493659,5000,20,10000,5000,10,0,1,1,2,1.262,0.993678,0.999518,0.846559
openmpi,1,2,1,cuda-aware mpi,2pno,1493659,5000,50,10000,5000,10,0,1,1,2,1.387,0.995098,0.999327,0.932641
openmpi,1,2,2,cuda-aware mpi,2pno,1493659,5000,50,10000,5000,10,0,1,1,2,1.387,0.995098,0.999327,0.932641
openmpi,1,2,3,cuda-aware mpi,2pno,1493659,5000,50,10000,5000,10,0,1,1,2,1.385,0.995098,0.999327,0.932641
openmpi,1,2,1,cuda-aware mpi,2pno,1493659,5000,100,10000,5000,10,0,1,1,2,1.59,0.997643,0.999482,0.968649
openmpi,1,2,2,cuda-aware mpi,2pno,1493659,5000,100,10000,5000,10,0,1,1,2,1.589,0.997643,0.999482,0.968649
openmpi,1,4,3,cuda-aware mpi,2pno,1493659,2000,200,10000,5000,10,0,1,1,4,1.793,0.993647,0.99856,0.98559
openmpi,1,4,1,cuda-aware mpi,2pno,1493659,5000,20,10000,5000,10,0,1,1,4,1.309,0.993556,0.999522,0.846759
openmpi,1,4,2,cuda-aware mpi,2pno,1493659,5000,20,10000,5000,10,0,1,1,4,1.307,0.993556,0.999522,0.846759
openmpi,1,4,3,cuda-aware mpi,2pno,1493659,5000,20,10000,5000,10,0,1,1,4,1.305,0.993556,0.999522,0.846759
openmpi,1,4,1,cuda-aware mpi,2pno,1493659,5000,50,10000,5000,10,0,1,1,4,1.421,0.995095,0.999313,0.932716
openmpi,1,4,2,cuda-aware mpi,2pno,1493659,5000,50,10000,5000,10,0,1,1,4,1.421,0.995095,0.999313,0.932716
openmpi,1,4,3,cuda-aware mpi,2pno,1493659,5000,50,10000,5000,10,0,1,1,4,1.42,0.995095,0.999313,0.932716
openmpi,1,4,1,cuda-aware mpi,2pno,1493659,5000,100,10000,5000,10,0,1,1,4,1.587,0.997626,0.999473,0.968745
openmpi,1,4,2,cuda-aware mpi,2pno,1493659,5000,100,10000,5000,10,0,1,1,4,1.588,0.997626,0.999473,0.968745
openmpi,1,8,3,cuda-aware mpi,2pno,1493659,2000,200,10000,5000,10,0,1,1,8,7.516,0.99361,0.998565,0.985644
openmpi,1,8,1,cuda-aware mpi,2pno,1493659,5000,20,10000,5000,10,0,1,1,8,9.745,0.993609,0.999508,0.846704
openmpi,1,8,2,cuda-aware mpi,2pno,1493659,5000,20,10000,5000,10,0,1,1,8,10.335,0.993609,0.999508,0.846704
openmpi,1,8,3,cuda-aware mpi,2pno,1493659,5000,20,10000,5000,10,0,1,1,8,10.333,0.993609,0.999508,0.846704
openmpi,1,8,1,cuda-aware mpi,2pno,1493659,5000,50,10000,5000,10,0,1,1,8,9.857,0.995079,0.999312,0.93268
openmpi,1,8,2,cuda-aware mpi,2pno,1493659,5000,50,10000,5000,10,0,1,1,8,8.421,0.995079,0.999312,0.93268
openmpi,1,8,3,cuda-aware mpi,2pno,1493659,5000,50,10000,5000,10,0,1,1,8,9.618,0.995079,0.999312,0.93268
openmpi,1,8,1,cuda-aware mpi,2pno,1493659,5000,100,10000,5000,10,0,1,1,8,8.153,0.99766,0.999477,0.968687
openmpi,1,8,2,cuda-aware mpi,2pno,1493659,5000,100,10000,5000,10,0,1,1,8,8.21,0.99766,0.999477,0.968687
openmpi,2,4,3,cuda-aware mpi,2pno,1493659,2000,200,10000,5000,10,0,1,1,8,2.141,0.99361,0.998565,0.985644
openmpi,2,4,1,cuda-aware mpi,2pno,1493659,5000,20,10000,5000,10,0,1,1,8,1.721,0.993609,0.999508,0.846704
openmpi,2,4,2,cuda-aware mpi,2pno,1493659,5000,20,10000,5000,10,0,1,1,8,1.727,0.993609,0.999508,0.846704
openmpi,2,4,3,cuda-aware mpi,2pno,1493659,5000,20,10000,5000,10,0,1,1,8,1.722,0.993609,0.999508,0.846704
openmpi,2,4,1,cuda-aware mpi,2pno,1493659,5000,50,10000,5000,10,0,1,1,8,1.782,0.995079,0.999312,0.93268
openmpi,2,4,2,cuda-aware mpi,2pno,1493659,5000,50,10000,5000,10,0,1,1,8,1.781,0.995079,0.999312,0.93268
openmpi,2,4,3,cuda-aware mpi,2pno,1493659,5000,50,10000,5000,10,0,1,1,8,1.782,0.995079,0.999312,0.93268
openmpi,2,4,1,cuda-aware mpi,2pno,1493659,5000,100,10000,5000,10,0,1,1,8,1.92,0.99766,0.999477,0.968687
openmpi,2,4,2,cuda-aware mpi,2pno,1493659,5000,100,10000,5000,10,0,1,1,8,1.919,0.99766,0.999477,0.968687
openmpi,2,2,3,cuda-aware mpi,2pno,1493659,2000,200,10000,5000,10,0,1,1,4,1.818,0.993647,0.99856,0.98559
openmpi,2,2,1,cuda-aware mpi,2pno,1493659,5000,20,10000,5000,10,0,1,1,4,1.36,0.993556,0.999522,0.846759
openmpi,2,2,2,cuda-aware mpi,2pno,1493659,5000,20,10000,5000,10,0,1,1,4,1.355,0.993556,0.999522,0.846759
openmpi,2,2,3,cuda-aware mpi,2pno,1493659,5000,20,10000,5000,10,0,1,1,4,1.354,0.993556,0.999522,0.846759
openmpi,2,2,1,cuda-aware mpi,2pno,1493659,5000,50,10000,5000,10,0,1,1,4,1.461,0.995095,0.999313,0.932716
openmpi,2,2,2,cuda-aware mpi,2pno,1493659,5000,50,10000,5000,10,0,1,1,4,1.462,0.995095,0.999313,0.932716
openmpi,2,2,3,cuda-aware mpi,2pno,1493659,5000,50,10000,5000,10,0,1,1,4,1.457,0.995095,0.999313,0.932716
openmpi,2,2,1,cuda-aware mpi,2pno,1493659,5000,100,10000,5000,10,0,1,1,4,1.685,0.997626,0.999473,0.968745
openmpi,2,2,2,cuda-aware mpi,2pno,1493659,5000,100,10000,5000,10,0,1,1,4,1.671,0.997626,0.999473,0.968745
openmpi,1,2,1,mpi,2pno,1493659,500000,200,10000,5000,10,0,1,1,2,51110.9,0.999967,0.999994,0.98516
openmpi,2,8,3,cuda-aware mpi,2pno,1493659,2000,200,10000,5000,10,0,1,1,16,11.167,0.993601,0.998576,0.98567
openmpi,2,8,1,cuda-aware mpi,2pno,1493659,5000,20,10000,5000,10,0,1,1,16,10.664,0.993566,0.999516,0.846588
openmpi,2,8,2,cuda-aware mpi,2pno,1493659,5000,20,10000,5000,10,0,1,1,16,10.641,0.993574,0.999521,0.846591
openmpi,2,8,3,cuda-aware mpi,2pno,1493659,5000,20,10000,5000,10,0,1,1,16,10.617,0.993537,0.999519,0.846586
openmpi,2,8,1,cuda-aware mpi,2pno,1493659,5000,50,10000,5000,10,0,1,1,16,11.193,0.995072,0.999312,0.932611
openmpi,2,8,2,cuda-aware mpi,2pno,1493659,5000,50,10000,5000,10,0,1,1,16,10.78,0.99505,0.999311,0.932607
openmpi,2,8,3,cuda-aware mpi,2pno,1493659,5000,50,10000,5000,10,0,1,1,16,10.764,0.995057,0.999311,0.93261
openmpi,2,8,1,cuda-aware mpi,2pno,1493659,5000,100,10000,5000,10,0,1,1,16,10.825,0.997653,0.999474,0.968716
openmpi,2,8,2,cuda-aware mpi,2pno,1493659,5000,100,10000,5000,10,0,1,1,16,10.827,0.997661,0.999476,0.968716
openmpi,1,8,1,mpi,2pno,1493659,500000,200,10000,5000,10,0,1,1,8,12842.5,0.999967,0.999994,0.985162
openmpi,1,8,1,mpi,2pno,1493659,1000000,20,10000,5000,10,0,1,1,8,2629.18,0.999984,0.999998,0.852333
openmpi,1,8,1,mpi,2pno,1493659,1000000,50,10000,5000,10,0,1,1,8,6627.99,0.999981,0.999997,0.934269
openmpi,1,8,1,mpi,2pno,1493659,1000000,100,10000,5000,10,0,1,1,8,13215.1,0.999987,0.999997,0.968469
openmpi,1,8,1,mpi,2pno,1493659,1000000,200,10000,5000,10,0,1,1,8,26432.8,0.999983,0.999997,0.985125
openmpi,1,4,1,mpi,2pno,1493659,500000,200,10000,5000,10,0,1,1,4,25764,0.999967,0.999994,0.98516
openmpi,1,4,1,mpi,2pno,1493659,1000000,20,10000,5000,10,0,1,1,4,5197.98,0.999985,0.999998,0.852337
openmpi,1,4,1,mpi,2pno,1493659,1000000,50,10000,5000,10,0,1,1,4,13109.2,0.999981,0.999997,0.934266
openmpi,1,4,1,mpi,2pno,1493659,1000000,100,10000,5000,10,0,1,1,4,27789.5,0.999987,0.999997,0.968473
openmpi,1,4,1,mpi,2pno,1493659,1000000,200,10000,5000,10,0,1,1,4,51955.2,0.999984,0.999997,0.985125
openmpi,2,2,1,mpi,2pno,1493659,500000,200,10000,5000,10,0,1,1,4,28417.5,0.999967,0.999994,0.98516
openmpi,2,2,1,mpi,2pno,1493659,1000000,20,10000,5000,10,0,1,1,4,5726.58,0.999985,0.999998,0.852337
openmpi,2,2,1,mpi,2pno,1493659,1000000,50,10000,5000,10,0,1,1,4,14436.9,0.999981,0.999997,0.934266
openmpi,2,2,1,mpi,2pno,1493659,1000000,100,10000,5000,10,0,1,1,4,29141.2,0.999987,0.999997,0.968473
openmpi,2,2,1,mpi,2pno,1493659,1000000,200,10000,5000,10,0,1,1,4,57010.5,0.999984,0.999997,0.985125
openmpi,2,4,1,mpi,2pno,1493659,500000,200,10000,5000,10,0,1,1,8,14010.6,0.999967,0.999994,0.985162
openmpi,2,4,1,mpi,2pno,1493659,1000000,20,10000,5000,10,0,1,1,8,2862.58,0.999984,0.999998,0.852333
openmpi,2,4,1,mpi,2pno,1493659,1000000,50,10000,5000,10,0,1,1,8,7220.22,0.999981,0.999997,0.934269
openmpi,2,4,1,mpi,2pno,1493659,1000000,100,10000,5000,10,0,1,1,8,14408.3,0.999987,0.999997,0.968469
openmpi,2,4,1,mpi,2pno,1493659,1000000,200,10000,5000,10,0,1,1,8,28725.1,0.999983,0.999997,0.985125
openmpi,2,8,1,mpi,2pno,1493659,500000,200,10000,5000,10,0,1,1,16,6977.2,0.999967,0.999994,0.98516
openmpi,2,8,1,mpi,2pno,1493659,1000000,20,10000,5000,10,0,1,1,16,1441,0.999985,0.999998,0.852324
openmpi,2,8,1,mpi,2pno,1493659,1000000,50,10000,5000,10,0,1,1,16,3647.58,0.999981,0.999997,0.934267
openmpi,2,8,1,mpi,2pno,1493659,1000000,100,10000,5000,10,0,1,1,16,7188.99,0.999988,0.999997,0.968471
openmpi,2,8,1,mpi,2pno,1493659,1000000,200,10000,5000,10,0,1,1,16,14188,0.999984,0.999997,0.985125
openmpi,1,1,1,serial,2pno,1493659,500000,200,10000,5000,10,0,1,1,1,112652,0.999967,0.999994,0.985161
openmpi,1,1,1,serial,2pno,1493659,1000000,20,10000,5000,10,0,1,1,1,22582.2,0.999985,0.999998,0.852337
openmpi,1,1,1,serial,2pno,1493659,1000000,50,10000,5000,10,0,1,1,1,57093.2,0.999981,0.999997,0.934266
openmpi,1,1,1,serial,2pno,1493659,1000000,100,10000,5000,10,0,1,1,1,115828,0.999987,0.999997,0.96847
openmpi,1,1,3,cuda,2pno,1493659,5000,100,10000,5000,10,0,1,1,1,1.664,0.997624,0.999477,0.968685
openmpi,1,1,1,cuda,2pno,1493659,5000,200,10000,5000,10,0,1,1,1,2.457,0.997147,0.999459,0.985638
openmpi,1,1,2,cuda,2pno,1493659,5000,200,10000,5000,10,0,1,1,1,2.425,0.997147,0.999459,0.985638
openmpi,1,1,3,cuda,2pno,1493659,5000,200,10000,5000,10,0,1,1,1,2.432,0.997147,0.999459,0.985638
openmpi,1,2,3,cuda-aware mpi,2pno,1493659,5000,100,10000,5000,10,0,1,1,2,1.589,0.997643,0.999482,0.968649
openmpi,1,2,1,cuda-aware mpi,2pno,1493659,5000,200,10000,5000,10,0,1,1,2,2.087,0.99717,0.99947,0.985616
openmpi,1,2,2,cuda-aware mpi,2pno,1493659,5000,200,10000,5000,10,0,1,1,2,2.085,0.99717,0.99947,0.985616
openmpi,1,2,3,cuda-aware mpi,2pno,1493659,5000,200,10000,5000,10,0,1,1,2,2.087,0.99717,0.99947,0.985616
openmpi,1,4,3,cuda-aware mpi,2pno,1493659,5000,100,10000,5000,10,0,1,1,4,1.587,0.997626,0.999473,0.968745
openmpi,1,4,1,cuda-aware mpi,2pno,1493659,5000,200,10000,5000,10,0,1,1,4,1.997,0.997163,0.999465,0.985634
openmpi,1,4,2,cuda-aware mpi,2pno,1493659,5000,200,10000,5000,10,0,1,1,4,1.994,0.997163,0.999465,0.985634
openmpi,1,4,3,cuda-aware mpi,2pno,1493659,5000,200,10000,5000,10,0,1,1,4,1.995,0.997163,0.999465,0.985634
openmpi,1,8,3,cuda-aware mpi,2pno,1493659,5000,100,10000,5000,10,0,1,1,8,8.202,0.99766,0.999477,0.968687
openmpi,1,8,1,cuda-aware mpi,2pno,1493659,5000,200,10000,5000,10,0,1,1,8,7.737,0.99716,0.999475,0.985647
openmpi,1,8,2,cuda-aware mpi,2pno,1493659,5000,200,10000,5000,10,0,1,1,8,7.715,0.99716,0.999475,0.985647
openmpi,1,8,3,cuda-aware mpi,2pno,1493659,5000,200,10000,5000,10,0,1,1,8,7.72,0.997161,0.999475,0.985647
openmpi,2,4,3,cuda-aware mpi,2pno,1493659,5000,100,10000,5000,10,0,1,1,8,1.919,0.99766,0.999477,0.968687
openmpi,2,4,1,cuda-aware mpi,2pno,1493659,5000,200,10000,5000,10,0,1,1,8,2.142,0.99716,0.999475,0.985647
openmpi,2,4,2,cuda-aware mpi,2pno,1493659,5000,200,10000,5000,10,0,1,1,8,2.122,0.99716,0.999475,0.985647
openmpi,2,4,3,cuda-aware mpi,2pno,1493659,5000,200,10000,5000,10,0,1,1,8,2.122,0.99716,0.999475,0.985647
openmpi,2,2,3,cuda-aware mpi,2pno,1493659,5000,100,10000,5000,10,0,1,1,4,1.676,0.997626,0.999473,0.968745
openmpi,2,2,1,cuda-aware mpi,2pno,1493659,5000,200,10000,5000,10,0,1,1,4,2.003,0.997163,0.999465,0.985634
openmpi,2,2,2,cuda-aware mpi,2pno,1493659,5000,200,10000,5000,10,0,1,1,4,2.005,0.997163,0.999465,0.985634
openmpi,2,2,3,cuda-aware mpi,2pno,1493659,5000,200,10000,5000,10,0,1,1,4,2.005,0.997163,0.999465,0.985634
openmpi,2,8,3,cuda-aware mpi,2pno,1493659,5000,100,10000,5000,10,0,1,1,16,11.267,0.997654,0.999477,0.968717
openmpi,2,8,1,cuda-aware mpi,2pno,1493659,5000,200,10000,5000,10,0,1,1,16,11.301,0.997148,0.999442,0.985657
openmpi,2,8,2,cuda-aware mpi,2pno,1493659,5000,200,10000,5000,10,0,1,1,16,11.293,0.997145,0.999445,0.985658
openmpi,2,8,3,cuda-aware mpi,2pno,1493659,5000,200,10000,5000,10,0,1,1,16,11.267,0.997152,0.999449,0.985657
openmpi,1,1,1,cuda,2pno,1493659,10000,20,10000,5000,10,0,1,1,1,1.267,0.99811,0.999705,0.852489
openmpi,1,1,2,cuda,2pno,1493659,10000,20,10000,5000,10,0,1,1,1,1.272,0.99811,0.999705,0.852489
openmpi,1,1,3,cuda,2pno,1493659,10000,20,10000,5000,10,0,1,1,1,1.27,0.99811,0.999705,0.852489
openmpi,1,1,1,cuda,2pno,1493659,10000,50,10000,5000,10,0,1,1,1,1.704,0.99879,0.999755,0.934134
openmpi,1,1,2,cuda,2pno,1493659,10000,50,10000,5000,10,0,1,1,1,1.676,0.99879,0.999755,0.934134
openmpi,1,1,3,cuda,2pno,1493659,10000,50,10000,5000,10,0,1,1,1,1.693,0.99879,0.999755,0.934134
openmpi,1,1,1,cuda,2pno,1493659,10000,100,10000,5000,10,0,1,1,1,2.311,0.997702,0.999722,0.969249
openmpi,1,1,2,cuda,2pno,1493659,10000,100,10000,5000,10,0,1,1,1,2.334,0.997702,0.999722,0.969249
openmpi,1,1,3,cuda,2pno,1493659,10000,100,10000,5000,10,0,1,1,1,2.33,0.997702,0.999722,0.969249
openmpi,1,1,1,cuda,2pno,1493659,10000,200,10000,5000,10,0,1,1,1,3.493,0.99827,0.999719,0.984622
openmpi,1,2,1,cuda-aware mpi,2pno,1493659,10000,20,10000,5000,10,0,1,1,2,1.293,0.998057,0.999699,0.852457
openmpi,1,2,2,cuda-aware mpi,2pno,1493659,10000,20,10000,5000,10,0,1,1,2,1.296,0.998057,0.999699,0.852457
openmpi,1,2,3,cuda-aware mpi,2pno,1493659,10000,20,10000,5000,10,0,1,1,2,1.295,0.998057,0.999699,0.852457
openmpi,1,2,1,cuda-aware mpi,2pno,1493659,10000,50,10000,5000,10,0,1,1,2,1.481,0.998806,0.999762,0.934153
openmpi,1,2,2,cuda-aware mpi,2pno,1493659,10000,50,10000,5000,10,0,1,1,2,1.48,0.998806,0.999762,0.934153
openmpi,1,2,3,cuda-aware mpi,2pno,1493659,10000,50,10000,5000,10,0,1,1,2,1.481,0.998806,0.999762,0.934153
openmpi,1,2,1,cuda-aware mpi,2pno,1493659,10000,100,10000,5000,10,0,1,1,2,1.907,0.997722,0.99972,0.969242
openmpi,1,2,2,cuda-aware mpi,2pno,1493659,10000,100,10000,5000,10,0,1,1,2,1.906,0.997722,0.99972,0.969242
